[175, 1480, 1322, 155, 963, 1110, 117, 998, 765, 167, 979, 514, 114, 2570, 478, 411, 997, 1223, 99, 1016, 1157, 147, 0, 2000, 430, 1459, 684, 163, 0, 720, 152, 1052, 12, 83, 998, 1151, 220, 1016, 1327, 162, 956, 1000, 1000, 1022, 1000, 1011]
[96, 955, 1363, 232, 1046, 1100, 129, 99, 1820, 212, 1001, 514, 85, 2000, 475, 445, 1044, 1204, 99, 1068, 1157, 113, -738, 2000, 478, 1148, 717, 610, -423, 753, 157, 1006, 825, 123, 943, 1207, 254, 1121, 1320, 113, 998, 1025, 1028, 945, 982, 1047]
[122, 936, 1411, 241, 978, 1090, 91, 998, 846, 213, 1024, 524, 128, 2000, 475, 411, 947, 1181, 99, 1021, 1157, 83, 872, 2000, 452, 1494, 698, 178, 0, 745, 157, 665, 766, 154, 981, 1131, 171, 969, 1019, 162, 986, 1000, 1000, 1000, 1047, 1039]
[137, 955, 1344, 165, 1043, 421, 149, 1627, 788, 183, 1052, 458, 83, 2000, 445, 366, 135, 1148, 371, 1068, 1130, 143, -738, 2000, 398, 1414, 706, 163, 0, 677, 125, 997, 817, 123, 941, 1199, 167, 1015, 1333, 202, 952, 1000, 1000, 1012, 1057, 964]
[166, 986, 1379, 147, 998, 1067, 605, 962, 782, 271, 997, 573, 85, 2000, 450, 411, 953, 1185, 99, 1064, 1157, 128, 0, 2000, 406, 1449, 673, 178, 0, 674, 157, 997, 807, 78, 998, 1201, 211, 1017, 1304, 1734, 1000, 1000, 1050, 1018, 1028, 1035]
[137, 935, 1358, 195, 1030, 1080, 103, 998, 838, 212, 941, 514, 1590, 2570, 475, 411, 997, 1179, 59, 1091, 1143, 146, 0, 2000, 445, 1432, 706, 111, 0, 685, 125, 1055, 803, 123, 984, 1097, 160, 997, 1376, 193, 995, 1038, 975, 1000, 1000, 659]
[137, 1010, 1379, 129, 998, 1991, 127, 1048, 808, 212, 997, 514, 110, 2000, 421, 1681, 978, 1240, 47, 1080, 1157, 128, 0, 2781, 408, 1479, 730, 109, 1789, 745, 139, 997, 807, 133, 1021, 1101, 220, 1041, 1363, 193, 1000, 990, 951, 1014, 1000, 1181]
[86, 927, 1327, 189, 998, 1061, 103, 951, 808, 553, 121, 540, 52, 2000, 449, 390, 964, 1145, 66, 1068, 1157, 128, -738, 2781, 457, 1449, 728, 163, 0, 671, 176, 990, 807, 78, 998, 680, 220, 939, 1356, 120, 1000, 988, 974, 1000, 1021, 980]
[155, 995, 1379, 1468, 1033, 1097, 158, 998, 1135, 268, 997, 529, 110, 2000, 475, 411, 1036, 1202, 45, 1068, 1157, 165, 365, 2000, 445, 1448, 706, 187, 0, 724, 163, 997, 807, 123, 949, 1189, 209, 965, 1308, 102, 944, 997, 1000, 1013, 1000, 1012]
[82, 955, 1379, 189, 989, 1121, 48, 1050, 790, 212, 997, 516, 110, 2000, 475, 411, 771, 1253, 124, 1097, 1168, 177, -738, 2781, 420, 1396, 700, 114, -423, 755, 1632, 937, 771, 94, 998, 1195, 220, 959, 1838, 206, 1000, 1019, 1014, 948, 1000, 1612]
[142, 918, 1379, 189, 1036, 1110, 103, 1050, 808, 209, 1000, 514, 100, 2000, 466, 442, 958, 1249, 99, 1015, 1157, 104, -738, 2781, 478, 1449, 1121, 142, 0, 682, 162, 964, 807, 141, 998, 1151, 685, 970, 1383, 197, 1035, 947, 1014, 975, 1166, 984]
[118, 955, 1418, 152, 995, 1054, 103, 1034, 855, 212, 1053, 559, 110, 2570, 475, 448, 997, 1240, 97, 1068, 1157, 727, 0, 2000, 503, 1444, 673, 209, 361, 646, 146, 997, 807, 119, 1035, 1208, 186, 1051, 1374, 162, 1000, 989, 1047, 942, 1046, 1000]
[101, 805, 1391, 189, 958, 1069, 86, 998, 793, 177, 1021, 514, 110, 2000, 475, 372, 1013, 1219, 109, 1068, 1135, 126, -738, 2000, 445, 1392, 706, 116, 184, 694, 157, 1012, 822, 123, 1017, 1128, 278, 1041, 1325, 1327, 967, 969, 1000, 994, 951, 1008]
